country,age,education,gender,ethnicity,organization_type,job_industry,primary_job_function,current_role,planned_job_postings,python,r_programming,java,java_script,c_c++,c#,julia,html_css,bash_shell,sql,go,php,rust,typescript,"in_your_work,_how_much_more_time_have_you_spent_this_year_on_generative_ai_techniques_such_as_generative_adversarial_networks_gans,_variational_autoencoders_vaes,_or_transformer_models_compared_to_last_year",what_are_you_using_generative_ai_for_select_all_that_apply__selected_choice,has_your_company_already_hired_or_plan_on_hiring_any_of_the_following_roles_select_all_that_apply__selected_choice,"what_topics,_tools,_or_skills_are_covered_in_your_courses_in_preparation_for_entering_the_data_science_ml_field_select_all_that_apply","in_your_opinion,_what_is_the_biggest_obstacle_to_obtaining_the_experience_required_for_a_career_in_data_science_or_related_fields__selected_choice",what_would_be_your_ideal_job_title__selected_choice
INDIA,26-41,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,100,100,,,,,,,,100,,,,,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS",NONE OF THESE,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,MASTER’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,58-67,MASTER’S DEGREE,MALE,SOUTHEAST ASIAN,NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),OTHER,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,68,DOCTORAL DEGREE,MALE,OTHER (PLEASE INDICATE),,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,HIGH SCHOOL OR EQUIVALENT,MALE,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,42-57,DOCTORAL DEGREE,MALE,DECLINE TO ANSWER,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,FEMALE,SOUTHEAST ASIAN,NOT APPLICABLE (STUDENT),TECHNOLOGY,ML ENGINEER,STUDENT,,,,,,,,,,,,,,,,,,,"BUSINESS KNOWLEDGE,COMMUNICATION SKILLS,DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,ENGINEERING SKILLS,PROBABILITY AND STATISTICS,BUSINESS ANALYTICS,BIG DATA MANAGEMENT,MACHINE LEARNING,DEEP LEARNING,NLP,ADVANCED MATHEMATICS,DATA VISUALIZATION,ETHICS IN DATA SCIENCE/MACHINE LEARNING,COMPUTER SYSTEMS,PYTHON,R,JAVASCRIPT,SQL",FINDING AN INTERNSHIP,ML ENGINEER
INDIA,42-57,MASTER’S DEGREE,MALE,EAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,CONSULTING,DEVELOPER,OTHER,,85,0,,,,74,,,,98,,,,,LESS,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",NONE OF THESE,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,42-57,MASTER’S DEGREE,MALE,SOUTHEAST ASIAN,GOVERNMENT AGENCY,GOVERNMENT,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,"AI AUDITOR,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
INDIA,18-25,MASTER’S DEGREE,MALE,EAST ASIAN,NOT APPLICABLE (STUDENT),CONSULTING,DATA SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,PYTHON,LACK OF CLARITY SURROUNDING REQUIRED EXPERIENCE,DATA SCIENTIST
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,42-57,MASTER’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,100,8,50,100,6,12,,45,,54,15,,9,81,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST",,,
INDIA,18-25,HIGH SCHOOL OR EQUIVALENT,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,42-57,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,HIGH SCHOOL OR EQUIVALENT,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,SOME COLLEGE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,FEMALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,EDUCATION,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,100,,,,,,,75,,54,,,,,THE SAME AMOUNT,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI DATA ANALYST,,,
INDIA,18-25,BACHELOR’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,NO DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,DECLINE TO ANSWER,COMMERCIAL (FOR-PROFIT) ENTITY,TRANSPORTATION & LOGISTICS,OTHER (PLEASE INDICATE BELOW),OTHER,,,,,,,,,,,,,,,,LESS,NOT CURRENTLY USING,COMPUTER VISION ENGINEER,,,
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,DECLINE TO ANSWER,COMMERCIAL (FOR-PROFIT) ENTITY,OTHER,OTHER (PLEASE INDICATE BELOW),OTHER,,25,,27,41,9,2,,59,3,75,,,,,LESS,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS,NOT CURRENTLY USING","AI ENGINEER,AI DATA ANALYST,BIG DATA ENGINEER",,,
INDIA,18-25,HIGH SCHOOL OR EQUIVALENT,MALE,OTHER (PLEASE INDICATE),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"BUSINESS KNOWLEDGE,COMMUNICATION SKILLS,DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,ENGINEERING SKILLS,PROBABILITY AND STATISTICS,BUSINESS ANALYTICS,BIG DATA MANAGEMENT,MACHINE LEARNING,DEEP LEARNING,NLP,DATA VISUALIZATION,ETHICS IN DATA SCIENCE/MACHINE LEARNING,COMPUTER SYSTEMS,PYTHON,JAVASCRIPT,SQL",SATURATED FIELD MAKES IT DIFFICULT TO STAND OUT,OTHER (PLEASE INDICATE BELOW)
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,DEVELOPER,OTHER,,52,,100,75,,,,,,79,,,,49,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",,,,
INDIA,18-25,BACHELOR’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,HIGH SCHOOL OR EQUIVALENT,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,MALE,OTHER (PLEASE INDICATE),,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,SOME COLLEGE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,76,,,,,,,,38,100,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS","BIG DATA ENGINEER,OTHER (PLEASE INDICATE BELOW)",,,
INDIA,42-57,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,,HIGH SCHOOL OR EQUIVALENT,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,MASTER’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,HIGH SCHOOL OR EQUIVALENT,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,42-57,MASTER’S DEGREE,FEMALE,OTHER (PLEASE INDICATE),GOVERNMENT AGENCY,FINANCE,RESEARCH SCIENTIST,IT ADMIN / INFORMATION SECURITY,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,FEMALE,DECLINE TO ANSWER,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,FEMALE,SOUTHEAST ASIAN,NOT-FOR-PROFIT ORGANIZATION,TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,HIGH SCHOOL OR EQUIVALENT,MALE,SOUTHEAST ASIAN,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,EAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,100,21,,,,,,,,18,,,,,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,SOME COLLEGE,MALE,SOUTHEAST ASIAN,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,DOCTORAL DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,HIGH SCHOOL OR EQUIVALENT,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,42-57,MASTER’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,HEALTHCARE,OTHER (PLEASE INDICATE BELOW),OTHER,,,,,,,,,,,,,,,,,,,,,
INDIA,58-67,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,77,77,,,,,,,,100,0,,,,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,BIG DATA ENGINEER",,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,EAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,4,5,1,,,,,,,100,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS",NONE OF THESE,,,
INDIA,42-57,MASTER’S DEGREE,MALE,SOUTHEAST ASIAN,GOVERNMENT AGENCY,HEALTHCARE,OTHER (PLEASE INDICATE BELOW),OTHER,,27,,,,,,,,,,,,,,SLIGHTLY MORE,AUTOMATING TASKS,NONE OF THESE,,,
INDIA,42-57,BACHELOR’S DEGREE,MALE,DECLINE TO ANSWER,COMMERCIAL (FOR-PROFIT) ENTITY,DEFENSE,OTHER (PLEASE INDICATE BELOW),DATA SCIENCE PRACTITIONER,,100,,0,51,,,,81,,100,,,,,LESS,NOT CURRENTLY USING,"AI ENGINEER,AI DATA ANALYST,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,RESEARCH & DEVELOPMENT,ML ENGINEER,DATA SCIENCE PRACTITIONER,,100,,,18,17,,,0,100,77,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,NOT CURRENTLY USING",NONE OF THESE,,,
INDIA,18-25,BACHELOR’S DEGREE,FEMALE,OTHER (PLEASE INDICATE),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,N/A - I WON'T BE ENTERING THE DATA SCIENCE/ML FIELD,LACK OF SOCIAL CAPITAL OR MENTOR RELATIONSHIPS,OTHER (PLEASE INDICATE BELOW)
INDIA,26-41,MASTER’S DEGREE,FEMALE,DECLINE TO ANSWER,EDUCATIONAL INSTITUTION,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,MASTER’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,CONSULTING,BUSINESS ANALYST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,MASTER’S DEGREE,FEMALE,DECLINE TO ANSWER,NOT APPLICABLE (STUDENT),EDUCATION,NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"BUSINESS KNOWLEDGE,COMMUNICATION SKILLS,DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,PROBABILITY AND STATISTICS,BUSINESS ANALYTICS,DATA VISUALIZATION,PYTHON,PROPRIETARY TOOLS (EX. TABLEAU, GOOGLE COLAB, SAS, MATLAB, ETC)",LEARNING NEW LANGUAGES,DATA SCIENTIST
INDIA,18-25,MASTER’S DEGREE,MALE,SOUTHEAST ASIAN,EDUCATIONAL INSTITUTION,ENGINEERING,RESEARCH SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,"DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,PROBABILITY AND STATISTICS,MACHINE LEARNING,DEEP LEARNING,COMPUTER VISION/IMAGE PROCESSING,PYTHON,PROPRIETARY TOOLS (EX. TABLEAU, GOOGLE COLAB, SAS, MATLAB, ETC)",LACK OF SOCIAL CAPITAL OR MENTOR RELATIONSHIPS,OTHER (PLEASE INDICATE BELOW)
INDIA,26-41,DOCTORAL DEGREE,MALE,SOUTHEAST ASIAN,EDUCATIONAL INSTITUTION,EDUCATION,RESEARCH SCIENTIST,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,SOME COLLEGE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,58-67,MASTER’S DEGREE,MALE,OTHER (PLEASE INDICATE),EDUCATIONAL INSTITUTION,EDUCATION,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
INDIA,42-57,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,HEALTHCARE,ML ENGINEER,DATA SCIENCE PRACTITIONER,,82,21,33,78,16,21,,88,22,98,32,11,,14,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,BIG DATA ENGINEER",,,
INDIA,18-25,MASTER’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,ML ENGINEER,DATA SCIENCE PRACTITIONER,,100,7,,0,,,,,16,62,,,,,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS",NONE OF THESE,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,"EAST ASIAN,SOUTHEAST ASIAN",NOT-FOR-PROFIT ORGANIZATION,AUTOMOTIVE,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST",,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,FEMALE,OTHER (PLEASE INDICATE),GOVERNMENT AGENCY,CONSULTING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,78,79,,,,,,,,77,,,,,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS",NONE OF THESE,,,
INDIA,26-41,MASTER’S DEGREE,MALE,DECLINE TO ANSWER,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,78,19,,,,,,,,73,,,,,LESS,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)","AI DATA ANALYST,BIG DATA ENGINEER",,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,OTHER (PLEASE INDICATE),COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,OTHER (PLEASE INDICATE BELOW),OTHER,,0,,,0,,,,0,,33,,,,,LESS,NOT CURRENTLY USING,NONE OF THESE,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,ML ENGINEER,DATA SCIENCE PRACTITIONER,,91,0,,26,47,,,9,73,35,,,,,LESS,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,COMPUTER VISION ENGINEER",,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,OTHER (PLEASE INDICATE),NOT-FOR-PROFIT ORGANIZATION,,DATA SCIENTIST,OTHER,,79,42,52,84,22,4,39,100,56,80,6,63,1,,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI DATA ANALYST,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,GOVERNMENT AGENCY,GOVERNMENT,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,100,55,,,,,,,,100,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS",NONE OF THESE,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,EDUCATIONAL INSTITUTION,EDUCATION,DATA SCIENTIST,STUDENT,,,,,,,,,,,,,,,,,,,"DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,MACHINE LEARNING,DEEP LEARNING,DATA VISUALIZATION,PYTHON,R,SQL,PROPRIETARY TOOLS (EX. TABLEAU, GOOGLE COLAB, SAS, MATLAB, ETC)",FINDING AN INTERNSHIP,DATA SCIENTIST
INDIA,42-57,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,OTHER (PLEASE INDICATE BELOW),OTHER,,100,22,22,22,,,,18,40,41,,,,,LESS,NOT CURRENTLY USING,NONE OF THESE,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,SOUTHEAST ASIAN,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,SOME COLLEGE,FEMALE,DECLINE TO ANSWER,NOT APPLICABLE (STUDENT),EDUCATION,NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,PROBABILITY AND STATISTICS,BIG DATA MANAGEMENT,MACHINE LEARNING,DEEP LEARNING,NLP,ADVANCED MATHEMATICS,DATA VISUALIZATION,ETHICS IN DATA SCIENCE/MACHINE LEARNING,PYTHON,R,SQL,PROPRIETARY TOOLS (EX. TABLEAU, GOOGLE COLAB, SAS, MATLAB, ETC)",FINDING AN INTERNSHIP,DATA SCIENTIST
INDIA,18-25,BACHELOR’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,MASTER’S DEGREE,MALE,EAST ASIAN,NOT-FOR-PROFIT ORGANIZATION,,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,100,,,52,,,,17,34,61,,,,,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",AI ENGINEER,,,
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,42-57,MASTER’S DEGREE,MALE,OTHER (PLEASE INDICATE),COMMERCIAL (FOR-PROFIT) ENTITY,HEALTHCARE,OTHER (PLEASE INDICATE BELOW),OTHER,,50,,,,,,,,,,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)","AI ENGINEER,AI DATA ANALYST,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
INDIA,26-41,MASTER’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,42-57,BACHELOR’S DEGREE,MALE,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,HIGH SCHOOL OR EQUIVALENT,MALE,DECLINE TO ANSWER,NOT APPLICABLE (STUDENT),ENGINEERING,NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,"BUSINESS KNOWLEDGE,COMMUNICATION SKILLS,DEVELOPMENT LANGUAGES IN ADDITION TO PYTHON/R,ENGINEERING SKILLS,PROBABILITY AND STATISTICS,BUSINESS ANALYTICS,BIG DATA MANAGEMENT,MACHINE LEARNING,DEEP LEARNING,NLP,ADVANCED MATHEMATICS,DATA VISUALIZATION,ETHICS IN DATA SCIENCE/MACHINE LEARNING,COMPUTER VISION/IMAGE PROCESSING,COMPUTER SYSTEMS,PYTHON,SQL,PROPRIETARY TOOLS (EX. TABLEAU, GOOGLE COLAB, SAS, MATLAB, ETC)",LACK OF CLARITY SURROUNDING REQUIRED EXPERIENCE,DATA ANALYST
INDIA,18-25,HIGH SCHOOL OR EQUIVALENT,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,42-57,BACHELOR’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,HIGH SCHOOL OR EQUIVALENT,MALE,OTHER (PLEASE INDICATE),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),NOT APPLICABLE (STUDENT),STUDENT,,,,,,,,,,,,,,,,,,,N/A - I WON'T BE ENTERING THE DATA SCIENCE/ML FIELD,LACK OF CLARITY SURROUNDING REQUIRED EXPERIENCE,DATA SCIENTIST
INDIA,26-41,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,BACHELOR’S DEGREE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIA,18-25,SOME COLLEGE,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,
INDONESIA,42-57,MASTER’S DEGREE,FEMALE,SOUTHEAST ASIAN,COMMERCIAL (FOR-PROFIT) ENTITY,RETAIL,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,100,,,22,,,,27,53,86,,,,,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",NONE OF THESE,,,
INDONESIA,42-57,BACHELOR’S DEGREE,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,
